# Drift explanation generated 2026-01-30T15:59:20.173636
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/nepali/pipeline2/analysis/chapters/drift_report_chapter3_chapter_3_sin_and_redemption_vs_chapter3_chapter_3_sin_and_redemption.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"25","0.7324","CRITICAL","yes","doctrinal","The original phrase 'devoured by sin' implies a more aggressive and consuming nature of sin, suggesting a total loss of control or destruction. In contrast, 'fell prey to sin' suggests a more passive experience, indicating vulnerability rather than complete domination.","- He was devoured by sin.","- He fell prey to sin।"
"26","0.84","LOW","no","paraphrase","Both paragraphs convey the same information about the brother's death and the parents' loss, with no significant changes in meaning or intent.","- His brother was dead, his parents lost their child.","- His brother died, his parents lost their child।"
"27","0.9003","MEDIUM","no","paraphrase","The back-translation uses 'wanderer' instead of 'vagabond,' but both terms convey a similar concept of someone who roams without a permanent home. The doctrinal meaning and intent remain unchanged.","- God cursed the ground against Cain, he had to live as a vagabond.","- God cursed the ground against Cain, he had to live as a wanderer।"
"28","0.906","MEDIUM","no","paraphrase","Both paragraphs convey the same idea that Cain must endure his punishment without any hope of relief, using slightly different wording but maintaining the original intent and meaning.","- Cain had to endure his punishment; he would not get relief.","- Cain had to bear his punishment; he would not receive relief।"
"29","0.9081","MEDIUM","no","paraphrase","Both paragraphs convey the same essential meaning regarding God's mark on Cain, its purpose of protection from being killed, and the resulting social isolation due to his status as a murderer.","- Cain was marked by God, so that he would not be killed by others, but others knew he was a murderer. He would be socially isolated.","- God put a mark on Cain, so that others would not kill him, but others knew that he was a murderer। He would be socially isolated।"
"30","0.895","MEDIUM","no","paraphrase","Both paragraphs convey the same idea that Cain left God's presence and that there is no further mention of him being with God, maintaining the original's doctrinal and logical implications.","- Cain left the presence of God; the scriptures do not mention Cain ever being with God again.","- Cain went out from the presence of God; Scripture never again mentions Cain as being with God।"
"31","0.9055","MEDIUM","no","paraphrase","Both paragraphs convey the same idea regarding the severity of Cain's sin and its consequences for himself and others. The differences in wording do not alter the overall meaning or intent.","Pretty severe! Cain’s sin carried a hefty price for himself, for Able, for his parents, and for his own future family and lineage.","Very severe! Cain's sin exacted a great cost for himself, for Abel, for his parents, and for his future family and descendants।"
"32","0.8892","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same doctrinal meaning and logical relationships as the original, with only slight variations in word choice and structure.","God is a holy (pure, innocent, blameless) God. When man sins, a person separates himself from God, and the effect of our sin is spiritual death, and quite possibly natural death as well.","God is a holy (pure, blameless, spotless) God। When a person sins, he separates himself from God, and the result of our sin is spiritual death, and possibly natural death as well।"
"51","0.8639","MEDIUM","yes","doctrinal","The original emphasizes the inevitability of facing consequences for sin in life and the impossibility of escaping God's judgment after death, while the back-translation suggests a possibility of escape and focuses on personal strength, altering the doctrinal implications regarding divine judgment.","We will likely face the consequence of sin in our natural lives. We may perhaps feel that we’ve somehow escaped from some portion of the punishment, but there will be no escape man can make on his own accord against God’s judgment after our natural death.","In our natural life we may face the consequences of sin. It may seem as though we somehow escape some portion of punishment, but after physical death a person cannot obtain any deliverance from God's judgment by his own strength."
"63","0.801","LOW","yes","doctrinal","The original implies that sin inherently requires a sacrifice, suggesting a direct relationship between sin and the need for atonement. The back-translation, however, suggests that a sacrifice is merely necessary for sin, which could imply a more conditional or less inherent relationship.","## Sin Requires Sacrifice","## A sacrifice is necessary for sin"
"103","0.8813","MEDIUM","no","paraphrase","The back-translated paragraph conveys the same concept of reflecting on personal thoughts and experiences, just using slightly different wording. There are no significant changes in meaning.","## Personal Reflection Questions","## Questions for personal self-reflection"
"106","0.9129","MEDIUM","yes","doctrinal","The original paragraph refers specifically to 'God’s judgment,' which carries a connotation of accountability and consequence, while the back-translated version uses 'God’s justice,' which may imply a broader and more positive interpretation of fairness rather than the punitive aspect of judgment.","3.  What emotions arise when you consider God’s judgment? Does it lead you toward fear, hope, or repentance? Why?","3.  When you consider God’s justice, what feelings arise in you? Does it lead you toward fear, hope, or repentance? Why?"
