# Drift explanation generated 2026-01-30T16:27:29.478266
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/punjabi/pipeline2/analysis/chapters/drift_report_chapter1_chapter_1_sound_doctrine_matters_vs_chapter1_chapter_1_sound_doctrine_matters.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"47","0.9109","MEDIUM","no","paraphrase","The back-translation maintains the original meaning by conveying the idea that without sound teaching, individuals remain immature and vulnerable. The slight variations in wording do not alter the overall doctrinal or logical implications.","Without sound doctrine we will be <u>children, tossed about and carried off.</u>","Without sound teaching we are <u>children, tossed to and fro and carried about.</u>"
"48","0.9135","MEDIUM","no","paraphrase","The back-translation maintains the original meaning that children are significant in God's family while emphasizing their inherent nature, without altering the doctrinal or logical relationships.","Children are an important part of the family of God, but children are inherently:","Children are an important part of God’s family, but children by nature are:"
"50","0.8416","LOW","yes","doctrinal","The original paragraph uses 'bad actors,' which implies a focus on behavior, while the back-translated version uses 'evil people,' which carries a stronger moral connotation. This shift alters the doctrinal meaning regarding the nature of the individuals being described.","- Naive - unable to discern between good and bad actors.","- naive - unable to discern between good and evil people."
"51","0.9105","MEDIUM","yes","doctrinal","The original emphasizes a focus on the 'temporal and the now,' suggesting a broader concern with immediacy, while the back-translation narrows this to 'temporary and present things,' which may imply a more limited scope and potentially alter the understanding of self-centeredness.","- Self-centered - concerned with the temporal and the now.","- self-centered - concerned with temporary and present things."
"52","0.7936","LOW","no","paraphrase","The back-translated paragraph maintains the same conceptual meaning as the original, simply substituting 'defenseless' with 'unprotected' without altering the overall intent or logical relationship.","- Defenseless - vulnerable to harm.","- unprotected - vulnerable to harm."
"53","0.7624","LOW","yes","doctrinal","The original emphasizes 'sound doctrine' which has specific theological implications, while the back-translation uses 'sound teaching,' which may not convey the same doctrinal weight. Additionally, 'wickedness' versus 'corruption' suggests different nuances in the nature of the world's challenges.","### Sound doctrine Provides a Defense Against the Wickedness of the World","### Sound teaching provides protection against the corruption of the world"
"61","0.9072","MEDIUM","yes","doctrinal","The back-translated paragraph omits significant portions of the original text, including warnings about specific behaviors and the consequences of such actions. This alters the doctrinal emphasis on the dangers of false teachings and moral decay in the last days.","> **<u>2 Timothy 3:1-9</u>** (NKJV)\\\\n>\\\\n> But know this, that in the last days perilous times will come:\\\\n>\\\\n> For men will be lovers of themselves, lovers of money, boasters, proud, blasphemers, disobedient to parents, unthankful, unholy,\\\\n>\\\\n> unloving, unforgiving, slanderers, without self-control, brutal, despisers of good,\\\\n>\\\\n> traitors, headstrong, haughty, lovers of pleasure rather than lovers of God,\\\\n>\\\\n> having a form of godliness but denying its power. And from such people turn away!\\\\n>\\\\n> For of this sort are those who creep into households and make captives of gullible women loaded down with sins, led away by various lusts,\\\\n>\\\\n> always learning and never able to come to the knowledge of the truth.\\\\n>\\\\n> Now as Jannes and Jambres resisted Moses, so do these also resist the truth: men of corrupt minds, disapproved concerning the faith;\\\\n>\\\\n> but they will progress no further, for their folly will be manifest to all, as theirs also was.\\\\n>","> **<u>2 Timothy 3:1-9</u>** (NKJV)\\\\n>\\\\n> But know this, that in the last days perilous times will come:\\\\n>\\\\n> For men will be lovers of themselves, lovers of money, boasters, proud, blasphemers, disobedient to parents, unthankful, unholy,\\\\n>\\\\n> unloving, unforgiving, slanderers, without self-control"
"87","0.9008","MEDIUM","no","paraphrase","The terms 'doctrines' and 'teachings' are often used interchangeably in a theological context, and both paragraphs inquire about the same subject matter, maintaining the original intent and logical structure.","What are His doctrines, what will we study?","What are His teachings, what will we study?"
"92","0.8337","LOW","no","paraphrase","The terms 'core doctrines' and 'main teachings' convey similar concepts, indicating the fundamental principles to be studied without altering the doctrinal meaning or intent.","The core doctrines we will study are:","The main teachings we will study are:"
"93","0.89","MEDIUM","no","paraphrase","Both paragraphs convey the same core idea regarding the teachings of Christ, with only slight variations in wording. The terms 'principle doctrines' and 'principal teachings' are synonymous in this context, maintaining the original intent and meaning.","1.  Principle doctrines of the Christ (the Anointed One)","1.  The principal teachings of Christ (Anointed)"
"100","0.8835","MEDIUM","no","paraphrase","The back-translation uses 'key elements' instead of 'core elements' and 'conduct' instead of 'walk,' but both phrases convey the same essential idea of studying important aspects of living a Christian life.","We will also study core elements of our Christian walk:","We will also study the key elements of our Christian conduct:"
"114","0.9122","MEDIUM","yes","logical","The original paragraph poses a question about the relationship between doctrine and life, implying a process of exploration, while the back-translated version makes a definitive statement about doctrine's role, changing the nature of the inquiry into a declaration.","2.  **Digging Deeper** - *“How does doctrine shape not only what we believe, but how we live?”*","2.  **Going Deeper** - *“Doctrine not only determines what we believe, but also how we live?”*"
